qsp_filename,reference_number,ndid_document_control_no,title_of_reference
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,A3,C-24-548-000/MS-001,Pielstick Operation and Maintenance Manual
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,A4,C-24-548-000/MS-002,Pielstick Parts and Tooling Manual
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,A5,C-27-499-000/MS-001,MWM 226 Technical Manual
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,B1,,Publication MWM 226 Repair Manual 6.226.0.006.7802
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,B2,,Publication 0297 5201 Deutz Service and Operation Manual TD 226
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,C1,,"ISBN 0-87006-424-X Bill Toboldt. Diesel Fundamentals, Service and Repair, 1983. 2-A-1 ANNEX B – TASK LIST This Task List is based on the A-PD-055-003/PQ-001, OSS AIBX dated 25 June 1997 (and modified on 5 May 2003) and is to be used for validation purposes. ITE TASK/TASK ELEMENT TASK DISPOSITIO PO NO M SERIAL N TRG/NO TRG 1 Inspect CPF diesel engines 1 Train 401 2 Maintain CPF diesel engines 2 Train 401 2-B-1 AUTHORIZATION FOR THIS CHAPTER AND AMENDMENTS MUST BE GRANTED BY THE COMMANDANT OF THE CANADIAN FORCES NAVAL ENGINEERING SCHOOL HALIFAX (CFNESH)"
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,A1,C-26-411-000/MS-001,MWM Technical Manual
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,A2,C-26-411-000/MY-001,MWM Parts Manual
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,A3,C-24-548-000/MS-001,Pielstick Operation and Maintenance Manual
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,A4,C-24-548-000/MS-002,Pielstick Parts and Tooling Manual
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,A5,C-27-499-000/MS-001,MWM 226 Technical Manual
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,B1,,Publication MWM 226 Repair Manual 6.226.0.006.7802
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,B2,,Publication 0297 5201 Deutz Service and Operation Manual TD 226
MAR TECH_CPF_Diesel_Engine_Maintenance.pdf,C1,,"ISBN 0-87006-424-X Bill Toboldt. Diesel Fundamentals, Service and Repair, 1983. 4-A-1 ANNEX B– Suggested Sequencing and Timings PO/EO OBJECTIVE EO EC PC Total (Theory/ Practical) PO 401 Maintain CPF Diesel Engines 94 EO 401.1 Identify MWM Diesel Engine 8 8 Components EO 401.2 Identify MWM Diesel Engine 1 1 (C) 2 Sub-Systems EO 401.3 Perform MWM Diesel Engine 31 8 39 Maintenance and Main Turbines"
MAR TECH_Gas_Free_Certification.pdf,A1,,DND General Safety Standards
MAR TECH_Gas_Free_Certification.pdf,A2,,Maritime Command Precautions and Safety Practices for Welding and Burning
MAR TECH_Gas_Free_Certification.pdf,A3,,Naval Engineering Manual
MAR TECH_Gas_Free_Certification.pdf,A4,,Not allocated Safety Precautions and Accident Prevention Instructions Explosives Safety Manual Vol III A5 Ships
MAR TECH_Gas_Free_Certification.pdf,A6,,Victoria Submarine Technical Instructions VSTI 208
MAR TECH_Gas_Free_Certification.pdf,A7,,Canada Labor Code
MAR TECH_Gas_Free_Certification.pdf,A8,,"Damage Control Manual, Vol I and 4"
MAR TECH_Gas_Free_Certification.pdf,A9,,Ships' Standing Orders
MAR TECH_Gas_Free_Certification.pdf,A10,,NAVORD 1002-0
MAR TECH_Gas_Free_Certification.pdf,A11,,Maintenance Painting Specifications for HMC Ships
MAR TECH_Gas_Free_Certification.pdf,A12,,"Canadian Occupational Safety and Health Regulations, PartXI"
MAR TECH_Gas_Free_Certification.pdf,A13,,"Marine Occupational Safety and Health Regulations, Part XI"
MAR TECH_Gas_Free_Certification.pdf,A14,,Victoria Class Submarine Standing Orders AL9
MAR TECH_Gas_Free_Certification.pdf,A15,,GENERAL SAFETY TRAINING GENERAL SAFETY PROGRAM HAZARDOUS MATERIALS SAFETY AND A16 MANAGEMENT MANUAL
MAR TECH_Gas_Free_Certification.pdf,A17,,DND Respiratory Protection Program
MAR TECH_Gas_Free_Certification.pdf,A18,,"Not allocated Treasury Board Manual Occupational Safety and Health Chapter 2-7, Confined Space A19 Entry"
MAR TECH_Gas_Free_Certification.pdf,A20,,DND/CF Guide to Hazard Analysis
MAR TECH_Gas_Free_Certification.pdf,A21,,DND/CF Guide to Hazard Identification Health and Safety Risk Assessments
MAR TECH_Gas_Free_Certification.pdf,A22,,Shipboard Hazardous Material Portfolio
MAR TECH_Gas_Free_Certification.pdf,A23,,Formation Safety and Environmental Management System Manual
MAR TECH_Gas_Free_Certification.pdf,A24,,Ship Class Safety Environmental System Manual
MAR TECH_Gas_Free_Certification.pdf,A25,,Comsec Material Control Policies Standard and Procedures
MAR TECH_Gas_Free_Certification.pdf,A26,,STU iii Student Handbook
MAR TECH_Gas_Free_Certification.pdf,B1,,Not allocated
MAR TECH_Gas_Free_Certification.pdf,C1,,Drager Manufacturer's Detector Tube Handbook
MAR TECH_Gas_Free_Certification.pdf,C2,,Manufacturer's Instructions (Detector Tube Packets)
MAR TECH_Gas_Free_Certification.pdf,C3,,PhD 6 Manufacturer's Instructions and Application Notes
MAR TECH_Gas_Free_Certification.pdf,C4,,Drager/Auer Manufacturer's Instructions
MAR TECH_Gas_Free_Certification.pdf,C5,,Drager/Auer Threshold Limit Values Manual
MAR TECH_Gas_Free_Certification.pdf,C6,,"PhD 6 CDs BIO TREK II, MANUAL, PhD 6 TRAINING American Conference of Government and Industrial Hygenists Guide to Threshold Limit C7 Values and Biological Exposure Indecies"
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,A1,,MARCORD G-19
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,A2,C-97-010-006/NY-009,PM Schedules Hull
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,A3,,PM Schedules Electrical
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,A4,C-97-321-000/NG-001,Halon 1301 Maintenance Log
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,B1,,Not allocated
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,C1,,"CO-00646-00, Rev. B. Securiplex Halon 1301 Fire Extinguishing System Instruction manual"
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,C2,,Federal Regulations on Ozone Depleting Substances
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,C3,,CFC/HCFC/HFC Control in the Refrigeration and Air Conditioning Industry
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,A1,,MARCORD G-19
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,A2,C-97-010-006/NY-009,PM Schedules Hull
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,A3,,PM Schedules Electrical
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,A4,C-97-321-000/NG-001,Halon 1301 Maintenance Log
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,B1,,Not allocated
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,C1,,"CO-00646-00, Rev. B. Securiplex Halon 1301 Fire Extinguishing System Instruction manual"
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,C2,,Federal Regulations on Ozone Depleting Substances
MAR TECH_Halon 1301 Extinguishing System Maintainer.pdf,C3,,CFC/HCFC/HFC Control in the Refrigeration and Air Conditioning Industry
MAR TECH_Naval_Machinist.pdf,A1,C-02-040-009/AG-001,"General Safety Program Vol. 1, General Safety Standards 1"
MAR TECH_Naval_Machinist.pdf,A2,,MARCORD 66-5 WHMIS for Supervisors 1
MAR TECH_Naval_Machinist.pdf,A3,C-02-040-009/AG-001,"General Safety Program Vol. 4, Hazardous Material Safety 1"
MAR TECH_Naval_Machinist.pdf,A4,,Canada Labour Code PT II 1
MAR TECH_Naval_Machinist.pdf,C1,,"A. Krar, S.F. Oswald, J.W., Machine Shop Training 8"
MAR TECH_Naval_Machinist.pdf,C2,,"B. Walker, J.R., Modern Metalworking 8"
MAR TECH_Naval_Machinist.pdf,C3,,"C. Firer, J.L., Machine Tool Metalworking 8"
MAR TECH_Naval_Machinist.pdf,C4,,"D. Erik Oberg, Franklin D. Jone, Holbrook L. Horton, Machinery’s Handbook, current edition 8"
MAR TECH_Naval_Machinist.pdf,C5,,"E. Krar, S.F., Oswald J.W., Technology of Machine Tools 8"
MAR TECH_Naval_Machinist.pdf,D1,,Machinist Specialist Course Notes (handout) 8
MAR TECH_Naval_Machinist.pdf,D2,,Turnvision ACU-RITE Digital Readout Manual 8
MAR TECH_Naval_Machinist.pdf,D3,,"Naval Machinist Course Specification Drawings 1 4-A-1 Chapters 3,4: 07-Dec-04"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A1,,Main Propulsion System Operation and Maintenance C-24-293-001/MS-001
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A2,LM2500,Gas Turbine Combustion Air Ducting (Port & Starboard) Applicable to Halifax Class Ship C-24-680-000/NY-001
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A3,,Ventilation Air Ducting (LM2500 Enclosure) intake Silencer Applicable to Halifax Class Ship C-24-633-000/NY-001
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A4,,Gas Turbine Exhaust Ducting Port and Starboard C-24-681-000/NY-001
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A5,,CPF Hydraulic Starting System FFH 336 – 341 C-24-547-000/MS-002
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A6,,CPF Hydraulic Starting System FFH 330 – 335 C-24-547-000/MS-001
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A7,,"Operating Instructions – Shipboard Gas Turbine management Applicable to IRO, HFX, AOR Class Ships C-03-005-033-AA-004"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A8,,Equipment Log Book – Marine Gas turbine Log Set C-03-015-023/LB-000
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A9,,Naval Engineering Manual C-03-005-033/AA-000
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A10,,Naval Maintenance Management System Manual Vol.1 – NaMMS Policy and Procedures 51 / 82 Approved: 09 Jan 2014 Version No: 2.0 MITE Crse ID: 120042
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A11,,FTA (N42) Website - http://halifax.mil.ca/N4NEM/N42/Index_e.htm
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A12,,Inspection and Conditioning of Material Returned to and Held by Supply System C-02-005-009/AM-000
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,A13,,Maintenance Instruction LM2500 Gas Turbine Engine Removal/ Replacement CPF Class Ship C-24-541-000/MM-003
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C1,,GEK 50501 C-24-541-000/MF-001
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C2,,GEK 50500-08 C-24-541-000/MB-001
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C3,,GEK 50502 C-24-541-000/MM-001
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C4,,GEK 50504 C-24-541-000/MY-001
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C5,,"Gas Turbine Theory – HIH Saravanamuttoo, 4th Edition Prentice Hall"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C6,,GEK 50505 C-24-541-000/MY-002
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C7,,GEK 72482 LM2500 Boroscope Visuals
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C8,,GE XL Go Operation Manual
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C9,,"EWP11, Shop Video # 18, GE program 8-85, WP# 101"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C10,,"PLA Actuator Rigging, Shop Video # 20, GE program 8-85, WP# 103"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C11,,"EWP19, Shop Video # 23, GE program 6-86, WP# 204"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C12,,"EWP12, Shop Video # 19, GE program 8-85, WP# 207"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C13,,"EWP25, Shop Video # 29, GE program 8-87, WP# 209, 210, 215"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C14,,"EWP21, Shop Video # 25, GE program 8-86, WP# 212 52 / 82 Approved: 09 Jan 2014 Version No: 2.0 MITE Crse ID: 120042"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C15,,"Replacement of Starter, Shop Video # 30, GE program 8-87, WP# 213"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C16,EWP17,"Replacement Air Oil Separator, Shop Video # 21, GE program 8-85, WP# 214"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C17,EWP9,"(M) CIT Sensor, Shop Video # 16, GE program 8-85, WP# 217"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C18,EWP5,"Fuel Nozzle (12:28), Shop Video # 13, GE program 8-85, WP# 220"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C19,EWP1,"©, Shop Video # 11, GE program 8-85, WP# 221"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C20,,"Replacement of Spare Igniter, Shop Video # 14, GE program 8-85, WP# 226"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C21,EWP7,"©, Shop Video # 15, GE program 8-85, WP# 234"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C22,,"Replacement of Speed Pickup, Shop Video # 12, GE program 8-85, WP# 235"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C23,LM2500,"Boroscoping (Equip), Shop Video# 1, GE program 120-88"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C24,,"Boroscoping Techniques, Shop Video# 2, GE program E3-1"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C25,,"Boroscoping Training (Defect), Shop Video# 3, GE program 121-88"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C26,,"How a GT works, Shop Video# 4, GE program 10-89"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C27,,"Boroscoping (Port locations), Shop Video# 5, GE program 8-88"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C28,,"Hot Section Assembly, Shop Video# 6, GE E5"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C29,,"Bearing Wetting, Shop Video# 9, GE program 54-87"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C30,,"Replacement of VSV Feedback, Shop Video # 17, GE program 8-85"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C31,,"EWP23, Shop Video # 27, GE program 8-86"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C32,,"EWP24, Shop Video # 28, GE program 8-86"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C33,,"Shop Video # 31, GE program 98.128"
MAR TECH_USQ_General_Electric_LM2500_Gas_Turbine_Maintenance_QSP.pdf,C34,LM2500,"Overview, Shop Video # 31a, GE program PAT-9 53 / 82 Approved: 09 Jan 2014 Version No: 2.0 MITE Crse ID: 120042"
MAR TECH_USQ_HCRFF_FLYCO_QSP.pdf,A1,,"CRR 12W05 Flight deck DC procedures (B-GN-002-000/RG-001) Defense Administrative Orders and Direction (DAOD) 4007-1, Reporting and A2 Investigation of Fires and Incidents Defense Administrative Orders and Direction (DAOD) 5021-1, Respiratory A3 Protection"
MAR TECH_USQ_HCRFF_FLYCO_QSP.pdf,A4,,DC Vol 1 (C-23-045-000/AG-001)
MAR TECH_USQ_HCRFF_FLYCO_QSP.pdf,A5,,Fire Detection System (FDS) Isolation Log (SSO's conduct of hot work chits)
MAR TECH_USQ_HCRFF_FLYCO_QSP.pdf,A6,,"Fire Marshall’s Directives 1006 MARCORD 43-02 - Radio Frequency (RF) Hazards (RADHAZ) Safety Policy and A7 Procedures Naval Order (NAVORD) 1000-6, Section 3.2 - Inspection of Ship’s Books by A8 Commanding Officer Naval Order (NAVORD) 1000-6, Section 3.2 - Inspection of Ship’s Books by A9 Commanding Officer Naval Order (NAVORD) 1002-0 - RCN Safety and Environmental Program A10 Management Naval Order (NAVORD) 4008-2 - Investigation and Report of Fires, Incidents or A11 Floods in Vessels"
MAR TECH_USQ_HCRFF_FLYCO_QSP.pdf,A12,,"Naval Order (NAVORD) 4008-3, Annex A - Employment of MOS 00149"
MAR TECH_USQ_HCRFF_FLYCO_QSP.pdf,A13,,Post Aircraft Crash / Accident Release of Carbon Fibre (C-05-040-012/TS-001)
MAR TECH_USQ_HCRFF_FLYCO_QSP.pdf,A14,,Respiratory Protection Program (C-87-040-000/MS-001)
MAR TECH_USQ_HCRFF_FLYCO_QSP.pdf,A15,,Royal Canadian Navy Ship’s Standing Orders (SSOs)
MAR TECH_USQ_HCRFF_FLYCO_QSP.pdf,A16,,Safety and Environmental Management System (SEMS) manual (HFX Class) Shipborne Helicopter Operating Procedures (SHOPs) (C-12-124-A00/MB-002) - A17 1110 Reports and Records
MAR TECH_USQ_HCRFF_FLYCO_QSP.pdf,B1,,Helicopter Operations from Ships Other than Aircraft Carrier (HOSTAC)
MAR TECH_USQ_HCRFF_FLYCO_QSP.pdf,C1,,"Brunecini Fire Command, 2nd edition International Fire Service Training Association (IFSTA) Aircraft Rescue and C2 Firefighting (ARFF), 4th edition"
MAR TECH_USQ_HCRFF_SECTOR COMMANDER_QSP.pdf,A3,,DC Keyplan (HFX-D77-231-000-09)
MAR TECH_USQ_HCRFF_SECTOR COMMANDER_QSP.pdf,A4,,"DC Vol 1 (C-23-045-000/AG-001) Defense Administrative Orders and Direction (DAOD) 5021-1, Respiratory A5 Protection Know Your Ship booklet (KYSB) (Class specific, found on Sea Trg DWAN A6 site)"
MAR TECH_USQ_HCRFF_SECTOR COMMANDER_QSP.pdf,A7,,Naval Engineering Manuals (NEMs) (C-03-005-033/AA000)
MAR TECH_USQ_HCRFF_SECTOR COMMANDER_QSP.pdf,A8,,Post Aircraft Crash/Accident Release of Carbon Fibre (C-05-040-012/TS-001)
MAR TECH_USQ_HCRFF_SECTOR COMMANDER_QSP.pdf,A9,,Royal Canadian Navy Ship’s Standing Orders (SSOs) Self-contained Breathing Apparatus (SCBA) Drager - PM Routines (C97-380- A10 000/NY-001)
MAR TECH_USQ_HCRFF_SECTOR COMMANDER_QSP.pdf,A11,,Shipborne Helicopter Operating Procedures (SHOPs) (C-12-124-A00/MB-002)
MAR TECH_USQ_HCRFF_SECTOR COMMANDER_QSP.pdf,C1,,"Brunecini Fire Command, 2nd edition"
MAR TECH_USQ_HCRFF_SECTOR COMMANDER_QSP.pdf,C2,,"Fire Service Search & Rescue 7th Edition, Chapter 2"
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A1,,= CR or other official Canadian government publication
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A2,,"= Second and subsequent references in any category PUBLICATION C-39-158-000/MS-001 – Recovery Assist Securing Traversing (RAST) System A1 Part No. 6327E100 Installation, Operation and Maintenance Instruction"
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A2,C-39-158-000/NK-001,– Recovery Assist Securing Traversing (RAST) System
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A3,C-12-124-A00/MB-002,– Shipboard Helicopter Operating Procedures (SHOP) C-39-103-000/NY-000 – Naval Preventive Maintenance Schedule A4 (Engineering) Helo Hauldown System Applicable to IROQUOIS Class C-39-158-A00/NY-001 – Naval Preventive Maintenance Schedule A5 (Engineering) Helo Hauldown System Applicable to HALIFAX Class C-39-157-000/NY-001 – Shipboard Preventive Maintenance Schedule A6 (Electrical) Flight Deck Lighting System Applicable to HALIFAX Class
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A7,,C-39-180-000/ny-001
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A8,,C-39-010-002/nt-001 – Tail Guide Winch
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A9,C-39-158-E00/NY-00,1
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A10,C-39-158-C00/NY-00,1
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A11,C-39-158-D00/NY-001,"C-39-006-001/MS-000 – Handbook JP5 Shipboard Handling and Storage, A12 Applicable to HFX, IRO and PTR Classes"
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A13,C-28-010-022/NT-001,"C-39-159-000/MS-001 - Naval Preventive Maintenance Schedule, Aircraft A14 Fuelling System Applicable to HALIFAX Class"
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A15,B-0G-282-000/FP-000,– Shipboard Helicopter Operating Procedures (SHOP)
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A16,C-39-006-001/MS-000,– JP-5 Handling Instructions
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A17,C-82-010-007/TP-000,– Procedures/Responsibility for Aviation Fuel Handling
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A18,C-82-010-012/TP-00,1
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,A19,C-82-010-002/AM-00,0
MAR TECH_USQ_Helocopter_Hauldown_and_Shipboard_JP-5_Maintainer.pdf,C29,,"Industrial Hydraulics Manual, Vickers, 5th edition, ISBN 0-9634162-00 65/83 Approved: 11 Feb 13"
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A1,C-93-010-007/NY-001,"Batteries, Lead Acid, Vented"
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A2,C-93-010-007/NY-Z01,"Batteries, Lead Acid, Vented"
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A3,,All Class Ships SEMS
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A4,,All Class Ships MARCORD 43-02
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A5,C-27-877-000/MS-001,Battery Charger for DDFP
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A6,,CF-670 Log for Secondary Battery
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A7,C-38-104-000/MS-001,NATO Degaussing Folder
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A8,C-38-138-000/MS-001,Cathodic Protection Manual
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A9,D-03-003-005/SF-001,General Electrical Specification for Canadian Forces Ships
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A10,C-93-011-006/PT-001,Americans Electricians handbook
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A11,C-23-MCD-000/MB-001,TYPE II OPERATIONAL STATIONS BOOK
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A12,,Kingston Class CAMS Operator User Manual and Training Guide
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A13,,Kingston Class Liquid Cargo Report
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A14,C-27-B20-000/MB-001,Freshwater System
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A15,C-26-325-000/MS-001,Casualty Power System Components
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A16,C-27-B21-000/MF-001,Operation and Maintenance Manual for Zenon Reverse Osmosis Desalinator Unit SCW 330C
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A17,C-27-B53-000/MB-001,Black Water System
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A18,C-27-B56-000/MB-001,Grey Water System
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A19,C-27-B26-000/MB-001,Compressed Air System
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A20,,Kingston Class Engineering Officers Technical Instructions (EOTIs).
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A21,C-97-380-AA0/MS-001,"OPERATIONS MANUAL - HIGH PRESSURE BREATHING AIR COMPRESSOR UNIT C- D/DV/NAVY/SS (APPLICABLE TO HFX, IRO, PTR, KIN, CFNES AND CFFS(E))"
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A22,,C-29-503-000/MB001 MCDV Food Refrigeration System operational and Maintenance Manual
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A23,,C-29-510-000/MF001 Air Handling Unit Installation and Maintenance Manual
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A24,,C-29-511-A00/MF001 Marine Air Conditioning Unit Instructional Manual
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A25,,C29-502-000/MF-001 MCDV Condensing Unit
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A26,C-38-232-000/MS-002,Degaussing Power Supplies
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A27,,102V3H Maintenance Plan Narrative System Description
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A28,C-26-484-000/MF-001,"Main Power and Propulsion, Auxiliary and Emergency Switchboards, Console and PGSCS Manual"
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A29,C-51-714-000/MF-001,Whistle System
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A30,C-57-742-000/MF-001,N-D2000 Navigation Light Control Panel.
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A31,C-97-337-000/MB-001,Aqueous Film Forming Foam System
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A32,C-97-340-000/MB-001,MCDV Galley Hood Fire Suppression System
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A33,C-97-339-000/MB-001,Magazine Sprinkler System
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A34,C-77-344-000/MB-001,Propulsion Motors CO2 System
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A35,C-27-B19-000/MB-001,Bilge and Ballast System
MAR TECH_USQ_Roundsperson KIN_QSP.pdf,A36,C-77-149-000/MF-001,A.C. Portable Submersible Pump
